Timestamp;Object_List;Objects_Count;frisbee;clock;tv;bus;stop sign;person;chair;train;truck;car;airplane;traffic light;fire hydrant
1549643623486579;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643625303263;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643627112455;['truck'];1;;;;;;;;;1.0;;;;
1549643628977769;['car'];1;;;;;;;;;;1.0;;;
1549643630789504;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643632594494;['car'];1;;;;;;;;;;1.0;;;
1549643634402631;['car'];1;;;;;;;;;;1.0;;;
1549643638089002;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643639893438;['car'];1;;;;;;;;;;1.0;;;
1549643643574677;['car'];1;;;;;;;;;;1.0;;;
1549643658119399;['person'];1;;;;;;1.0;;;;;;;
1549643659926129;['person'];1;;;;;;1.0;;;;;;;
1549643663603996;['car'];1;;;;;;;;;;1.0;;;
1549643667161711;['car'];1;;;;;;;;;;1.0;;;
1549643669031442;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643670904341;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643678143802;['car'];1;;;;;;;;;;1.0;;;
1549643679962851;['car'];1;;;;;;;;;;1.0;;;
1549643681832701;['car'];1;;;;;;;;;;1.0;;;
1549643694621459;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643696432807;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643698239740;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643700045591;['car'];1;;;;;;;;;;1.0;;;
1549643701861868;['car'];1;;;;;;;;;;1.0;;;
1549643703733435;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643705536828;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643707353939;['train', 'car', 'car'];3;;;;;;;;1.0;;2.0;;;
1549643709163374;['truck'];1;;;;;;;;;1.0;;;;
1549643710974967;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643712777925;['car'];1;;;;;;;;;;1.0;;;
1549643714646182;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643716453810;['truck', 'car', 'car'];3;;;;;;;;;1.0;2.0;;;
1549643718269123;['car', 'train', 'truck'];3;;;;;;;;1.0;1.0;1.0;;;
1549643720081758;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643721887749;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643723695295;['car'];1;;;;;;;;;;1.0;;;
1549643725569897;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643727381939;['car'];1;;;;;;;;;;1.0;;;
1549643729185762;['car'];1;;;;;;;;;;1.0;;;
1549643730994135;['car'];1;;;;;;;;;;1.0;;;
1549643732861535;['car'];1;;;;;;;;;;1.0;;;
1549643734676970;['car'];1;;;;;;;;;;1.0;;;
1549643738364533;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643740181067;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643741990812;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643743855459;['car'];1;;;;;;;;;;1.0;;;
1549643745733097;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643747537130;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549643749351638;['truck'];1;;;;;;;;;1.0;;;;
1549643751166262;['truck', 'car', 'car', 'truck'];4;;;;;;;;;2.0;2.0;;;
1549643753035004;['car', 'truck', 'truck'];3;;;;;;;;;2.0;1.0;;;
1549643754848606;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549643756777741;['truck'];1;;;;;;;;;1.0;;;;
1549643760457718;['bus'];1;;;;1.0;;;;;;;;;
1549643764078544;['car'];1;;;;;;;;;;1.0;;;
1549643765882075;['truck', 'car', 'truck'];3;;;;;;;;;2.0;1.0;;;
1549643767749514;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549643769618401;['car'];1;;;;;;;;;;1.0;;;
1549643771433456;['car'];1;;;;;;;;;;1.0;;;
1549643773243707;['car'];1;;;;;;;;;;1.0;;;
1549643775047648;['car'];1;;;;;;;;;;1.0;;;
1549643776865114;['car'];1;;;;;;;;;;1.0;;;
1549643778673215;['car'];1;;;;;;;;;;1.0;;;
1549643780485098;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643782289830;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643784157714;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643785964390;['car'];1;;;;;;;;;;1.0;;;
1549643787780264;['car'];1;;;;;;;;;;1.0;;;
1549643789593664;['train', 'person'];2;;;;;;1.0;;1.0;;;;;
1549643791397726;['car'];1;;;;;;;;;;1.0;;;
1549643793205820;['car'];1;;;;;;;;;;1.0;;;
1549643795015559;['car'];1;;;;;;;;;;1.0;;;
1549643798633504;['car'];1;;;;;;;;;;1.0;;;
1549643802316769;['car'];1;;;;;;;;;;1.0;;;
1549643804200652;['car'];1;;;;;;;;;;1.0;;;
1549643806071541;['car'];1;;;;;;;;;;1.0;;;
1549643807876152;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643809626402;['car'];1;;;;;;;;;;1.0;;;
1549643811436479;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643813249084;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643815117627;['car'];1;;;;;;;;;;1.0;;;
1549643816985739;['car'];1;;;;;;;;;;1.0;;;
1549643818852757;['car'];1;;;;;;;;;;1.0;;;
1549643820721979;['car'];1;;;;;;;;;;1.0;;;
1549643822538895;['car'];1;;;;;;;;;;1.0;;;
1549643824349677;['person', 'car', 'car', 'car'];4;;;;;;1.0;;;;3.0;;;
1549643826155151;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643828028638;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643829898396;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643831708817;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643833521323;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643835327090;['person', 'car', 'person', 'car', 'car', 'car'];6;;;;;;2.0;;;;4.0;;;
1549643837196548;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643839009656;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643840827646;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643842698884;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643844516534;['car'];1;;;;;;;;;;1.0;;;
1549643846324133;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643848134407;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643849946410;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643851751817;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643853575750;['car'];1;;;;;;;;;;1.0;;;
1549643855505578;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643857321674;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643859132652;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643860939193;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643862747574;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643864568183;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643866383211;['car', 'truck', 'truck'];3;;;;;;;;;2.0;1.0;;;
1549643868248220;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643870055114;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643871984763;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643873800478;['car'];1;;;;;;;;;;1.0;;;
1549643875675375;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643877489331;['car', 'car', 'car', 'truck'];4;;;;;;;;;1.0;3.0;;;
1549643879351369;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643881167607;['car'];1;;;;;;;;;;1.0;;;
1549643882977255;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643884787953;['person', 'car', 'car'];3;;;;;;1.0;;;;2.0;;;
1549643886591258;['truck'];1;;;;;;;;;1.0;;;;
1549643888399826;['car'];1;;;;;;;;;;1.0;;;
1549643890213430;['car'];1;;;;;;;;;;1.0;;;
1549643892024344;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643893896075;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643895701448;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643897574745;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643899438698;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643901248508;['car'];1;;;;;;;;;;1.0;;;
1549643903063310;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643904867828;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643906675353;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643908490173;['car'];1;;;;;;;;;;1.0;;;
1549643910301999;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643912165879;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643913983750;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549643915794058;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643917617200;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643919423653;['car', 'car', 'car', 'truck'];4;;;;;;;;;1.0;3.0;;;
1549643921228487;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643923098103;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643924914762;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643926724761;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643928530906;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643930350985;['car'];1;;;;;;;;;;1.0;;;
1549643932160487;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643933974824;['car'];1;;;;;;;;;;1.0;;;
1549643935780060;['car'];1;;;;;;;;;;1.0;;;
1549643937587026;['car'];1;;;;;;;;;;1.0;;;
1549643939401354;['car'];1;;;;;;;;;;1.0;;;
1549643941273561;['stop sign', 'car', 'stop sign'];3;;;;;2.0;;;;;1.0;;;
1549643943020033;['person', 'car', 'car'];3;;;;;;1.0;;;;2.0;;;
1549643944906721;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643946715783;['car'];1;;;;;;;;;;1.0;;;
1549643948527974;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643950394451;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643952198677;['train', 'car', 'clock', 'car', 'person'];5;;1.0;;;;1.0;;1.0;;2.0;;;
1549643954006768;['car'];1;;;;;;;;;;1.0;;;
1549643955881320;['car', 'person'];2;;;;;;1.0;;;;1.0;;;
1549643957811426;['car'];1;;;;;;;;;;1.0;;;
1549643959624259;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643961429778;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643963244272;['car'];1;;;;;;;;;;1.0;;;
1549643965107767;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643966918397;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643968732572;['car'];1;;;;;;;;;;1.0;;;
1549643970536709;['car'];1;;;;;;;;;;1.0;;;
1549643972467168;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643974336223;['car'];1;;;;;;;;;;1.0;;;
1549643976149658;['car'];1;;;;;;;;;;1.0;;;
1549643979764789;['bus', 'car', 'car'];3;;;;1.0;;;;;;2.0;;;
1549643981638094;['car'];1;;;;;;;;;;1.0;;;
1549643983511946;['car'];1;;;;;;;;;;1.0;;;
1549643985320243;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549643987185939;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643988999075;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643990804434;['car', 'car'];2;;;;;;;;;;2.0;;;
1549643994971553;['car'];1;;;;;;;;;;1.0;;;
1549643996783217;['car'];1;;;;;;;;;;1.0;;;
1549644004260184;['person'];1;;;;;;1.0;;;;;;;
1549644011505494;['car'];1;;;;;;;;;;1.0;;;
1549644013314306;['car'];1;;;;;;;;;;1.0;;;
1549644016930130;['car'];1;;;;;;;;;;1.0;;;
1549644018737285;['truck', 'car', 'truck'];3;;;;;;;;;2.0;1.0;;;
1549644020564957;['car'];1;;;;;;;;;;1.0;;;
1549644022433441;['car', 'bus'];2;;;;1.0;;;;;;1.0;;;
1549644024246182;['car', 'car', 'car', 'truck'];4;;;;;;;;;1.0;3.0;;;
1549644026053328;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644027859945;['car'];1;;;;;;;;;;1.0;;;
1549644029670325;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644031483648;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644033287986;['person', 'car', 'car'];3;;;;;;1.0;;;;2.0;;;
1549644035162285;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644037032942;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644038846937;['fire hydrant', 'car', 'car'];3;;;;;;;;;;2.0;;;1.0
1549644040718625;['truck', 'car', 'car'];3;;;;;;;;;1.0;2.0;;;
1549644046146905;['car'];1;;;;;;;;;;1.0;;;
1549644053401779;['car'];1;;;;;;;;;;1.0;;;
1549644055272690;['car'];1;;;;;;;;;;1.0;;;
1549644057084521;['car'];1;;;;;;;;;;1.0;;;
1549644058889087;['car'];1;;;;;;;;;;1.0;;;
1549644060696444;['car', 'traffic light', 'car'];3;;;;;;;;;;2.0;;1.0;
1549644062507381;['car'];1;;;;;;;;;;1.0;;;
1549644064320130;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644066126297;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644067994390;['car'];1;;;;;;;;;;1.0;;;
1549644069808681;['car'];1;;;;;;;;;;1.0;;;
1549644071619451;['truck', 'car'];2;;;;;;;;;1.0;1.0;;;
1549644081340907;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644084119281;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644085923824;['car', 'truck', 'car'];3;;;;;;;;;1.0;2.0;;;
1549644087731925;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644089541748;['frisbee', 'car'];2;1.0;;;;;;;;;1.0;;;
1549644091355381;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644093160023;['car'];1;;;;;;;;;;1.0;;;
1549644095028638;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644096958792;['car'];1;;;;;;;;;;1.0;;;
1549644098827661;['car'];1;;;;;;;;;;1.0;;;
1549644100642683;['car'];1;;;;;;;;;;1.0;;;
1549644102515276;['car'];1;;;;;;;;;;1.0;;;
1549644104385723;['truck', 'car'];2;;;;;;;;;1.0;1.0;;;
1549644106191538;['car', 'person'];2;;;;;;1.0;;;;1.0;;;
1549644108064631;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644109875431;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644111686224;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644113505778;['car', 'person', 'car'];3;;;;;;1.0;;;;2.0;;;
1549644115373211;['car', 'car', 'person'];3;;;;;;1.0;;;;2.0;;;
1549644117181294;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644119057075;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644120869347;['car'];1;;;;;;;;;;1.0;;;
1549644122672068;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644126232517;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549644128109011;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644129975245;['car'];1;;;;;;;;;;1.0;;;
1549644131842668;['car'];1;;;;;;;;;;1.0;;;
1549644133648840;['car'];1;;;;;;;;;;1.0;;;
1549644135518586;['car'];1;;;;;;;;;;1.0;;;
1549644141009922;['car'];1;;;;;;;;;;1.0;;;
1549644142939865;['car'];1;;;;;;;;;;1.0;;;
1549644144755759;['car', 'car', 'fire hydrant', 'car'];4;;;;;;;;;;3.0;;;1.0
1549644146563976;['bus', 'car', 'car', 'car', 'truck'];5;;;;1.0;;;;;1.0;3.0;;;
1549644148375281;['car'];1;;;;;;;;;;1.0;;;
1549644150180065;['truck', 'truck', 'truck'];3;;;;;;;;;3.0;;;;
1549644153801165;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644155612494;['car'];1;;;;;;;;;;1.0;;;
1549644157485387;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644159290533;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644161096701;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549644162907326;['traffic light', 'truck'];2;;;;;;;;;1.0;;;1.0;
1549644177203659;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644179010624;['car'];1;;;;;;;;;;1.0;;;
1549644182755152;['car'];1;;;;;;;;;;1.0;;;
1549644186370139;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644188186291;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644189994989;['person', 'car', 'car'];3;;;;;;1.0;;;;2.0;;;
1549644191807662;['car'];1;;;;;;;;;;1.0;;;
1549644193610775;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644195541073;['car'];1;;;;;;;;;;1.0;;;
1549644197408920;['car'];1;;;;;;;;;;1.0;;;
1549644199339624;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644201147792;['car'];1;;;;;;;;;;1.0;;;
1549644202979325;['car', 'clock'];2;;1.0;;;;;;;;1.0;;;
1549644204791490;['car'];1;;;;;;;;;;1.0;;;
1549644210214192;['car'];1;;;;;;;;;;1.0;;;
1549644212091388;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644214138669;['car'];1;;;;;;;;;;1.0;;;
1549644215950966;['car', 'car', 'bus', 'car'];4;;;;1.0;;;;;;3.0;;;
1549644217692869;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644219516747;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644221391448;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644223202185;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644225075818;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644227005212;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644228867415;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644230740064;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644232547909;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644234358986;['car', 'car', 'car', 'car', 'car'];5;;;;;;;;;;5.0;;;
1549644236170999;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644237913802;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644239728116;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644241539070;['car'];1;;;;;;;;;;1.0;;;
1549644243411459;['car'];1;;;;;;;;;;1.0;;;
1549644245218217;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644247090501;['car', 'car', 'stop sign'];3;;;;;1.0;;;;;2.0;;;
1549644248898873;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644250711316;['truck', 'car', 'car', 'car'];4;;;;;;;;;1.0;3.0;;;
1549644252577923;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644254382770;['car', 'car', 'truck', 'car'];4;;;;;;;;;1.0;3.0;;;
1549644256190280;['car'];1;;;;;;;;;;1.0;;;
1549644258006657;['car'];1;;;;;;;;;;1.0;;;
1549644259819317;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644261623967;['car'];1;;;;;;;;;;1.0;;;
1549644263498831;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644265306928;['car', 'car', 'car', 'car', 'car'];5;;;;;;;;;;5.0;;;
1549644267119142;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644268984111;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644270791138;['fire hydrant', 'car', 'car'];3;;;;;;;;;;2.0;;;1.0
1549644272597929;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644274473672;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644276343946;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644278101824;['car'];1;;;;;;;;;;1.0;;;
1549644279975538;['car'];1;;;;;;;;;;1.0;;;
1549644281905783;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644283835895;['car'];1;;;;;;;;;;1.0;;;
1549644285709253;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644287518703;['car'];1;;;;;;;;;;1.0;;;
1549644289383812;['car'];1;;;;;;;;;;1.0;;;
1549644291195487;['car'];1;;;;;;;;;;1.0;;;
1549644293062793;['car'];1;;;;;;;;;;1.0;;;
1549644294870436;['car', 'clock'];2;;1.0;;;;;;;;1.0;;;
1549644298555076;['car'];1;;;;;;;;;;1.0;;;
1549644300426863;['car'];1;;;;;;;;;;1.0;;;
1549644302230778;['car'];1;;;;;;;;;;1.0;;;
1549644304103586;['car'];1;;;;;;;;;;1.0;;;
1549644305910575;['car'];1;;;;;;;;;;1.0;;;
1549644307786366;['car', 'bus'];2;;;;1.0;;;;;;1.0;;;
1549644309651667;['car'];1;;;;;;;;;;1.0;;;
1549644311527716;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644313331436;['car'];1;;;;;;;;;;1.0;;;
1549644315138326;['car'];1;;;;;;;;;;1.0;;;
1549644316951999;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644318763451;['car', 'car', 'car', 'fire hydrant'];4;;;;;;;;;;3.0;;;1.0
1549644320567112;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644322383616;['car'];1;;;;;;;;;;1.0;;;
1549644324195554;['car'];1;;;;;;;;;;1.0;;;
1549644326004890;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644327809129;['person'];1;;;;;;1.0;;;;;;;
1549644329614468;['car'];1;;;;;;;;;;1.0;;;
1549644331484389;['car'];1;;;;;;;;;;1.0;;;
1549644333358728;['person', 'car'];2;;;;;;1.0;;;;1.0;;;
1549644338790406;['car'];1;;;;;;;;;;1.0;;;
1549644340654895;['car'];1;;;;;;;;;;1.0;;;
1549644346222659;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644348090095;['car', 'truck'];2;;;;;;;;;1.0;1.0;;;
1549644349957139;['car'];1;;;;;;;;;;1.0;;;
1549644351825634;['car'];1;;;;;;;;;;1.0;;;
1549644353641319;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644357265140;['car'];1;;;;;;;;;;1.0;;;
1549644359082514;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644360890213;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644362702358;['car'];1;;;;;;;;;;1.0;;;
1549644365597907;['car', 'car', 'car', 'car', 'car'];5;;;;;;;;;;5.0;;;
1549644367400994;['car', 'car', 'car', 'car', 'car'];5;;;;;;;;;;5.0;;;
1549644369208746;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644371022342;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644372953072;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644374765427;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644376567403;['car'];1;;;;;;;;;;1.0;;;
1549644378384073;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644380247576;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644382058976;['car'];1;;;;;;;;;;1.0;;;
1549644383934982;['car'];1;;;;;;;;;;1.0;;;
1549644385801059;['car', 'truck', 'car'];3;;;;;;;;;1.0;2.0;;;
1549644387606986;['car', 'tv', 'car', 'car'];4;;;1.0;;;;;;;3.0;;;
1549644389415088;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644391290696;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644393100893;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644394905634;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644396778267;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644398651109;['car'];1;;;;;;;;;;1.0;;;
1549644400460659;['car', 'car', 'car', 'clock'];4;;1.0;;;;;;;;3.0;;;
1549644402271535;['car'];1;;;;;;;;;;1.0;;;
1549644404138276;['car'];1;;;;;;;;;;1.0;;;
1549644405943636;['car', 'car', 'car', 'car', 'car', 'car'];6;;;;;;;;;;6.0;;;
1549644407812900;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644409682276;['stop sign'];1;;;;;1.0;;;;;;;;
1549644411612046;['car', 'person'];2;;;;;;1.0;;;;1.0;;;
1549644413488268;['person', 'car', 'stop sign', 'car', 'person'];5;;;;;1.0;2.0;;;;2.0;;;
1549644415359329;['car'];1;;;;;;;;;;1.0;;;
1549644417170355;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644418975371;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644420783493;['car', 'person', 'car'];3;;;;;;1.0;;;;2.0;;;
1549644422594280;['car'];1;;;;;;;;;;1.0;;;
1549644426274730;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644428266300;['car'];1;;;;;;;;;;1.0;;;
1549644430136370;['car'];1;;;;;;;;;;1.0;;;
1549644432064811;['car'];1;;;;;;;;;;1.0;;;
1549644433870459;['car'];1;;;;;;;;;;1.0;;;
1549644435685145;['car'];1;;;;;;;;;;1.0;;;
1549644437496048;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644439426949;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644441232102;['car'];1;;;;;;;;;;1.0;;;
1549644443104194;['car', 'person'];2;;;;;;1.0;;;;1.0;;;
1549644444977467;['car', 'car', 'car', 'car'];4;;;;;;;;;;4.0;;;
1549644446787477;['car'];1;;;;;;;;;;1.0;;;
1549644448717699;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644457937516;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644461685634;['car'];1;;;;;;;;;;1.0;;;
1549644463496355;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644465245793;['person', 'car'];2;;;;;;1.0;;;;1.0;;;
1549644467108965;['person', 'car'];2;;;;;;1.0;;;;1.0;;;
1549644468983221;['car'];1;;;;;;;;;;1.0;;;
1549644470796297;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644472599577;['car'];1;;;;;;;;;;1.0;;;
1549644474405473;['car'];1;;;;;;;;;;1.0;;;
1549644476237577;['car'];1;;;;;;;;;;1.0;;;
1549644478053588;['car'];1;;;;;;;;;;1.0;;;
1549644479925452;['fire hydrant', 'car'];2;;;;;;;;;;1.0;;;1.0
1549644481787534;['car'];1;;;;;;;;;;1.0;;;
1549644483661735;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644485469345;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644487344230;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644489156828;['car', 'chair'];2;;;;;;;1.0;;;1.0;;;
1549644490958700;['airplane'];1;;;;;;;;;;;1.0;;
1549644492767881;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644494587027;['car'];1;;;;;;;;;;1.0;;;
1549644502006002;['car'];1;;;;;;;;;;1.0;;;
1549644503880251;['car', 'car'];2;;;;;;;;;;2.0;;;
1549644505820211;['car'];1;;;;;;;;;;1.0;;;
1549644507629479;['car', 'fire hydrant'];2;;;;;;;;;;1.0;;;1.0
1549644509494391;['car'];1;;;;;;;;;;1.0;;;
1549644511371658;['car'];1;;;;;;;;;;1.0;;;
1549644516924885;['car'];1;;;;;;;;;;1.0;;;
1549644518737801;['car', 'car', 'car'];3;;;;;;;;;;3.0;;;
1549644520550468;['car'];1;;;;;;;;;;1.0;;;
1549644522487380;['car'];1;;;;;;;;;;1.0;;;
